# JMH 1.13 (released 34 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 25 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.espressoprogrammer.foodscomposition.jmh.KCalConvertorComplexConvert.baseline

# Run progress: 0.00% complete, ETA 00:20:50
# Fork: 1 of 1
# Warmup Iteration   1: ≈ 10⁻⁶ ms/op
# Warmup Iteration   2: ≈ 10⁻⁶ ms/op
# Warmup Iteration   3: ≈ 10⁻⁶ ms/op
# Warmup Iteration   4: ≈ 10⁻⁶ ms/op
# Warmup Iteration   5: ≈ 10⁻⁶ ms/op
# Warmup Iteration   6: ≈ 10⁻⁶ ms/op
# Warmup Iteration   7: ≈ 10⁻⁶ ms/op
# Warmup Iteration   8: ≈ 10⁻⁶ ms/op
# Warmup Iteration   9: ≈ 10⁻⁶ ms/op
# Warmup Iteration  10: ≈ 10⁻⁶ ms/op
# Warmup Iteration  11: ≈ 10⁻⁶ ms/op
# Warmup Iteration  12: ≈ 10⁻⁶ ms/op
# Warmup Iteration  13: ≈ 10⁻⁶ ms/op
# Warmup Iteration  14: ≈ 10⁻⁶ ms/op
# Warmup Iteration  15: ≈ 10⁻⁶ ms/op
# Warmup Iteration  16: ≈ 10⁻⁶ ms/op
# Warmup Iteration  17: ≈ 10⁻⁶ ms/op
# Warmup Iteration  18: ≈ 10⁻⁶ ms/op
# Warmup Iteration  19: ≈ 10⁻⁶ ms/op
# Warmup Iteration  20: ≈ 10⁻⁶ ms/op
# Warmup Iteration  21: ≈ 10⁻⁶ ms/op
# Warmup Iteration  22: ≈ 10⁻⁶ ms/op
# Warmup Iteration  23: ≈ 10⁻⁶ ms/op
# Warmup Iteration  24: ≈ 10⁻⁶ ms/op
# Warmup Iteration  25: ≈ 10⁻⁶ ms/op
Iteration  44: 11.530 ms/op
Iteration  45: 11.408 ms/op
Iteration  46: 11.429 ms/op
Iteration  47: 11.528 ms/op
Iteration  48: 11.518 ms/op
Iteration  49: 11.419 ms/op
Iteration  50: 11.492 ms/op
Iteration  51: 11.615 ms/op
Iteration  52: 11.418 ms/op
Iteration  53: 11.503 ms/op
Iteration  54: 11.463 ms/op
Iteration  55: 11.472 ms/op
Iteration  56: 11.518 ms/op
Iteration  57: 11.548 ms/op
Iteration  58: 11.490 ms/op
Iteration  59: 11.483 ms/op
Iteration  60: 11.554 ms/op
Iteration  61: 11.566 ms/op
Iteration  62: 11.540 ms/op
Iteration  63: 11.549 ms/op
Iteration  64: 11.693 ms/op
Iteration  65: 11.400 ms/op
Iteration  66: 11.435 ms/op
Iteration  67: 11.557 ms/op
Iteration  68: 11.511 ms/op
Iteration  69: 11.630 ms/op
Iteration  70: 11.424 ms/op
Iteration  71: 11.474 ms/op
Iteration  72: 11.497 ms/op
Iteration  73: 11.469 ms/op
Iteration  74: 11.607 ms/op
Iteration  75: 11.528 ms/op
Iteration  76: 11.502 ms/op
Iteration  77: 11.477 ms/op
Iteration  78: 11.478 ms/op
Iteration  79: 11.469 ms/op
Iteration  80: 11.516 ms/op
Iteration  81: 11.540 ms/op
Iteration  82: 11.639 ms/op
Iteration  83: 11.558 ms/op
Iteration  84: 11.393 ms/op
Iteration  85: 11.406 ms/op
Iteration  86: 11.422 ms/op
Iteration  87: 11.483 ms/op
Iteration  88: 11.479 ms/op
Iteration  89: 11.446 ms/op
Iteration  90: 11.471 ms/op
Iteration  91: 11.650 ms/op
Iteration  92: 11.580 ms/op
Iteration  93: 11.475 ms/op
Iteration  94: 11.454 ms/op
Iteration  95: 11.478 ms/op
Iteration  96: 11.528 ms/op
Iteration  97: 11.586 ms/op
Iteration  98: 11.556 ms/op
Iteration  99: 11.522 ms/op
Iteration 100: 11.470 ms/op


Result "sequentialStream":
  11.507 ±(99.9%) 0.027 ms/op [Average]
  (min, avg, max) = (11.368, 11.507, 11.978), stdev = 0.081
  CI (99.9%): [11.480, 11.535] (assumes normal distribution)


# JMH 1.13 (released 34 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 25 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.espressoprogrammer.foodscomposition.jmh.KCalConvertorConvert.baseline

# Run progress: 50.00% complete, ETA 00:10:31
# Fork: 1 of 1
# Warmup Iteration   1: ≈ 10⁻⁶ ms/op
# Warmup Iteration   2: ≈ 10⁻⁶ ms/op
# Warmup Iteration   3: ≈ 10⁻⁶ ms/op
# Warmup Iteration   4: ≈ 10⁻⁶ ms/op
# Warmup Iteration   5: ≈ 10⁻⁶ ms/op
# Warmup Iteration   6: ≈ 10⁻⁶ ms/op
# Warmup Iteration   7: ≈ 10⁻⁶ ms/op
# Warmup Iteration   8: ≈ 10⁻⁶ ms/op
# Warmup Iteration   9: ≈ 10⁻⁶ ms/op
# Warmup Iteration  10: ≈ 10⁻⁶ ms/op
# Warmup Iteration  11: ≈ 10⁻⁶ ms/op
# Warmup Iteration  12: ≈ 10⁻⁶ ms/op
# Warmup Iteration  13: ≈ 10⁻⁶ ms/op
# Warmup Iteration  14: ≈ 10⁻⁶ ms/op
# Warmup Iteration  15: ≈ 10⁻⁶ ms/op
# Warmup Iteration  16: ≈ 10⁻⁶ ms/op
# Warmup Iteration  17: ≈ 10⁻⁶ ms/op
# Warmup Iteration  18: ≈ 10⁻⁶ ms/op
# Warmup Iteration  19: ≈ 10⁻⁶ ms/op
# Warmup Iteration  20: ≈ 10⁻⁶ ms/op
# Warmup Iteration  21: ≈ 10⁻⁶ ms/op
# Warmup Iteration  22: ≈ 10⁻⁶ ms/op
# Warmup Iteration  23: ≈ 10⁻⁶ ms/op
# Warmup Iteration  24: ≈ 10⁻⁶ ms/op
# Warmup Iteration  25: ≈ 10⁻⁶ ms/op
Iteration   1: ≈ 10⁻⁶ ms/op
Iteration   2: ≈ 10⁻⁶ ms/op
Iteration   3: ≈ 10⁻⁶ ms/op
Iteration   4: ≈ 10⁻⁶ ms/op
Iteration   5: ≈ 10⁻⁶ ms/op
Iteration   6: ≈ 10⁻⁶ ms/op
Iteration   7: ≈ 10⁻⁶ ms/op
Iteration   8: ≈ 10⁻⁶ ms/op
Iteration   9: ≈ 10⁻⁶ ms/op
Iteration  10: ≈ 10⁻⁶ ms/op
Iteration  11: ≈ 10⁻⁶ ms/op
Iteration  12: ≈ 10⁻⁶ ms/op
Iteration  13: ≈ 10⁻⁶ ms/op
Iteration  14: ≈ 10⁻⁶ ms/op
Iteration  15: ≈ 10⁻⁶ ms/op
Iteration  16: ≈ 10⁻⁶ ms/op
Iteration  17: ≈ 10⁻⁶ ms/op
Iteration  18: ≈ 10⁻⁶ ms/op
Iteration  19: ≈ 10⁻⁶ ms/op
Iteration  20: ≈ 10⁻⁶ ms/op
Iteration  21: ≈ 10⁻⁶ ms/op
Iteration  22: ≈ 10⁻⁶ ms/op
Iteration  23: ≈ 10⁻⁶ ms/op
Iteration  24: ≈ 10⁻⁶ ms/op
Iteration  25: ≈ 10⁻⁶ ms/op
Iteration  26: ≈ 10⁻⁶ ms/op
Iteration  27: ≈ 10⁻⁶ ms/op
Iteration  28: ≈ 10⁻⁶ ms/op
Iteration  29: ≈ 10⁻⁶ ms/op
Iteration  30: ≈ 10⁻⁶ ms/op
Iteration  31: ≈ 10⁻⁶ ms/op
Iteration  32: ≈ 10⁻⁶ ms/op
Iteration  33: ≈ 10⁻⁶ ms/op
Iteration  34: ≈ 10⁻⁶ ms/op
Iteration  35: ≈ 10⁻⁶ ms/op
Iteration  36: ≈ 10⁻⁶ ms/op
Iteration  37: ≈ 10⁻⁶ ms/op
Iteration  38: ≈ 10⁻⁶ ms/op
Iteration  39: ≈ 10⁻⁶ ms/op
Iteration  40: ≈ 10⁻⁶ ms/op
Iteration  41: ≈ 10⁻⁶ ms/op
Iteration  42: ≈ 10⁻⁶ ms/op
Iteration  43: ≈ 10⁻⁶ ms/op
Iteration  44: ≈ 10⁻⁶ ms/op
Iteration  45: ≈ 10⁻⁶ ms/op
Iteration  46: ≈ 10⁻⁶ ms/op
Iteration  47: ≈ 10⁻⁶ ms/op
Iteration  48: ≈ 10⁻⁶ ms/op
Iteration  49: ≈ 10⁻⁶ ms/op
Iteration  50: ≈ 10⁻⁶ ms/op
Iteration  51: ≈ 10⁻⁶ ms/op
Iteration  52: ≈ 10⁻⁶ ms/op
Iteration  53: ≈ 10⁻⁶ ms/op
Iteration  54: ≈ 10⁻⁶ ms/op
Iteration  55: ≈ 10⁻⁶ ms/op
Iteration  56: ≈ 10⁻⁶ ms/op
Iteration  57: ≈ 10⁻⁶ ms/op
Iteration  58: ≈ 10⁻⁶ ms/op
Iteration  59: ≈ 10⁻⁶ ms/op
Iteration  60: ≈ 10⁻⁶ ms/op
Iteration  61: ≈ 10⁻⁶ ms/op
Iteration  62: ≈ 10⁻⁶ ms/op
Iteration  63: ≈ 10⁻⁶ ms/op
Iteration  64: ≈ 10⁻⁶ ms/op
Iteration  65: ≈ 10⁻⁶ ms/op
Iteration  66: ≈ 10⁻⁶ ms/op
Iteration  67: ≈ 10⁻⁶ ms/op
Iteration  68: ≈ 10⁻⁶ ms/op
Iteration  69: ≈ 10⁻⁶ ms/op
Iteration  70: ≈ 10⁻⁶ ms/op
Iteration  71: ≈ 10⁻⁶ ms/op
Iteration  72: ≈ 10⁻⁶ ms/op
Iteration  73: ≈ 10⁻⁶ ms/op
Iteration  74: ≈ 10⁻⁶ ms/op
Iteration  75: ≈ 10⁻⁶ ms/op
Iteration  76: ≈ 10⁻⁶ ms/op
Iteration  77: ≈ 10⁻⁶ ms/op
Iteration  78: ≈ 10⁻⁶ ms/op
Iteration  79: ≈ 10⁻⁶ ms/op
Iteration  80: ≈ 10⁻⁶ ms/op
Iteration  81: ≈ 10⁻⁶ ms/op
Iteration  82: ≈ 10⁻⁶ ms/op
Iteration  83: ≈ 10⁻⁶ ms/op
Iteration  84: ≈ 10⁻⁶ ms/op
Iteration  85: ≈ 10⁻⁶ ms/op
Iteration  86: ≈ 10⁻⁶ ms/op
Iteration  87: ≈ 10⁻⁶ ms/op
Iteration  88: ≈ 10⁻⁶ ms/op
Iteration  89: ≈ 10⁻⁶ ms/op
Iteration  90: ≈ 10⁻⁶ ms/op
Iteration  91: ≈ 10⁻⁶ ms/op
Iteration  92: ≈ 10⁻⁶ ms/op
Iteration  93: ≈ 10⁻⁶ ms/op
Iteration  94: ≈ 10⁻⁶ ms/op
Iteration  95: ≈ 10⁻⁶ ms/op
Iteration  96: ≈ 10⁻⁶ ms/op
Iteration  97: ≈ 10⁻⁶ ms/op
Iteration  98: ≈ 10⁻⁶ ms/op
Iteration  99: ≈ 10⁻⁶ ms/op
Iteration 100: ≈ 10⁻⁶ ms/op


Result "baseline":
  ≈ 10⁻⁶ ms/op


# JMH 1.13 (released 34 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 25 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.espressoprogrammer.foodscomposition.jmh.KCalConvertorConvert.forEach

# Run progress: 60.00% complete, ETA 00:08:24
# Fork: 1 of 1
# Warmup Iteration   1: 0.181 ms/op
# Warmup Iteration   2: 0.172 ms/op
# Warmup Iteration   3: 0.159 ms/op
# Warmup Iteration   4: 0.159 ms/op
# Warmup Iteration   5: 0.159 ms/op
# Warmup Iteration   6: 0.162 ms/op
# Warmup Iteration   7: 0.164 ms/op
# Warmup Iteration   8: 0.163 ms/op
# Warmup Iteration   9: 0.163 ms/op
# Warmup Iteration  10: 0.159 ms/op
# Warmup Iteration  11: 0.160 ms/op
# Warmup Iteration  12: 0.161 ms/op
# Warmup Iteration  13: 0.158 ms/op
# Warmup Iteration  14: 0.162 ms/op
# Warmup Iteration  15: 0.160 ms/op
# Warmup Iteration  16: 0.162 ms/op
# Warmup Iteration  17: 0.161 ms/op
# Warmup Iteration  18: 0.168 ms/op
# Warmup Iteration  19: 0.184 ms/op
# Warmup Iteration  20: 0.183 ms/op
# Warmup Iteration  21: 0.184 ms/op
# Warmup Iteration  22: 0.186 ms/op
# Warmup Iteration  23: 0.185 ms/op
# Warmup Iteration  24: 0.186 ms/op
# Warmup Iteration  25: 0.185 ms/op
Iteration   1: 0.184 ms/op
Iteration   2: 0.184 ms/op
Iteration   3: 0.186 ms/op
Iteration   4: 0.185 ms/op
Iteration   5: 0.184 ms/op
Iteration   6: 0.188 ms/op
Iteration   7: 0.183 ms/op
Iteration   8: 0.184 ms/op
Iteration   9: 0.187 ms/op
Iteration  10: 0.186 ms/op
Iteration  11: 0.185 ms/op
Iteration  12: 0.184 ms/op
Iteration  13: 0.184 ms/op
Iteration  14: 0.186 ms/op
Iteration  15: 0.185 ms/op
Iteration  16: 0.183 ms/op
Iteration  17: 0.184 ms/op
Iteration  18: 0.183 ms/op
Iteration  19: 0.185 ms/op
Iteration  20: 0.184 ms/op
Iteration  21: 0.183 ms/op
Iteration  22: 0.184 ms/op
Iteration  23: 0.183 ms/op
Iteration  24: 0.187 ms/op
Iteration  25: 0.185 ms/op
Iteration  26: 0.185 ms/op
Iteration  27: 0.185 ms/op
Iteration  28: 0.186 ms/op
Iteration  29: 0.185 ms/op
Iteration  30: 0.186 ms/op
Iteration  31: 0.185 ms/op
Iteration  32: 0.185 ms/op
Iteration  33: 0.184 ms/op
Iteration  34: 0.187 ms/op
Iteration  35: 0.185 ms/op
Iteration  36: 0.184 ms/op
Iteration  37: 0.183 ms/op
Iteration  38: 0.183 ms/op
Iteration  39: 0.184 ms/op
Iteration  40: 0.183 ms/op
Iteration  41: 0.187 ms/op
Iteration  42: 0.185 ms/op
Iteration  43: 0.186 ms/op
Iteration  44: 0.185 ms/op
Iteration  45: 0.186 ms/op
Iteration  46: 0.185 ms/op
Iteration  47: 0.185 ms/op
Iteration  48: 0.186 ms/op
Iteration  49: 0.184 ms/op
Iteration  50: 0.185 ms/op
Iteration  51: 0.186 ms/op
Iteration  52: 0.183 ms/op
Iteration  53: 0.185 ms/op
Iteration  54: 0.184 ms/op
Iteration  55: 0.183 ms/op
Iteration  56: 0.187 ms/op
Iteration  57: 0.184 ms/op
Iteration  58: 0.187 ms/op
Iteration  59: 0.185 ms/op
Iteration  60: 0.185 ms/op
Iteration  61: 0.184 ms/op
Iteration  62: 0.184 ms/op
Iteration  63: 0.186 ms/op
Iteration  64: 0.185 ms/op
Iteration  65: 0.186 ms/op
Iteration  66: 0.183 ms/op
Iteration  67: 0.186 ms/op
Iteration  68: 0.186 ms/op
Iteration  69: 0.185 ms/op
Iteration  70: 0.186 ms/op
Iteration  71: 0.186 ms/op
Iteration  72: 0.186 ms/op
Iteration  73: 0.186 ms/op
Iteration  74: 0.187 ms/op
Iteration  75: 0.192 ms/op
Iteration  76: 0.210 ms/op
Iteration  77: 0.198 ms/op
Iteration  78: 0.206 ms/op
Iteration  79: 0.187 ms/op
Iteration  80: 0.193 ms/op
Iteration  81: 0.199 ms/op
Iteration  82: 0.194 ms/op
Iteration  83: 0.187 ms/op
Iteration  84: 0.187 ms/op
Iteration  85: 0.189 ms/op
Iteration  86: 0.190 ms/op
Iteration  87: 0.188 ms/op
Iteration  88: 0.188 ms/op
Iteration  89: 0.189 ms/op
Iteration  90: 0.237 ms/op
Iteration  91: 0.226 ms/op
Iteration  92: 0.195 ms/op
Iteration  93: 0.188 ms/op
Iteration  94: 0.188 ms/op
Iteration  95: 0.185 ms/op
Iteration  96: 0.195 ms/op
Iteration  97: 0.190 ms/op
Iteration  98: 0.192 ms/op
Iteration  99: 0.189 ms/op
Iteration 100: 0.190 ms/op


Result "forEach":
  0.188 ±(99.9%) 0.003 ms/op [Average]
  (min, avg, max) = (0.183, 0.188, 0.237), stdev = 0.008
  CI (99.9%): [0.185, 0.190] (assumes normal distribution)


# JMH 1.13 (released 34 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 25 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.espressoprogrammer.foodscomposition.jmh.KCalConvertorConvert.forkJoinStream

# Run progress: 70.00% complete, ETA 00:06:18
# Fork: 1 of 1
# Warmup Iteration   1: 39.346 ms/op
# Warmup Iteration   2: 34.366 ms/op
# Warmup Iteration   3: 30.487 ms/op
# Warmup Iteration   4: 30.478 ms/op
# Warmup Iteration   5: 28.271 ms/op
# Warmup Iteration   6: 32.089 ms/op
# Warmup Iteration   7: 31.966 ms/op
# Warmup Iteration   8: 31.098 ms/op
# Warmup Iteration   9: 33.789 ms/op
# Warmup Iteration  10: 28.187 ms/op
# Warmup Iteration  11: 28.398 ms/op
# Warmup Iteration  12: 32.325 ms/op
# Warmup Iteration  13: 28.650 ms/op
# Warmup Iteration  14: 41.777 ms/op
# Warmup Iteration  15: 32.142 ms/op
# Warmup Iteration  16: 29.485 ms/op
# Warmup Iteration  17: 31.567 ms/op
# Warmup Iteration  18: 29.107 ms/op
# Warmup Iteration  19: 32.921 ms/op
# Warmup Iteration  20: 44.775 ms/op
# Warmup Iteration  21: 37.169 ms/op
# Warmup Iteration  22: 36.108 ms/op
# Warmup Iteration  23: 40.631 ms/op
# Warmup Iteration  24: 38.827 ms/op
# Warmup Iteration  25: 34.296 ms/op
Iteration   1: 39.934 ms/op
Iteration   2: 40.625 ms/op
Iteration   3: 30.777 ms/op
Iteration   4: 28.518 ms/op
Iteration   5: 28.057 ms/op
Iteration   6: 32.580 ms/op
Iteration   7: 28.328 ms/op
Iteration   8: 27.852 ms/op
Iteration   9: 29.055 ms/op
Iteration  10: 28.485 ms/op
Iteration  11: 30.927 ms/op
Iteration  12: 30.816 ms/op
Iteration  13: 31.272 ms/op
Iteration  14: 32.948 ms/op
Iteration  15: 31.173 ms/op
Iteration  16: 31.465 ms/op
Iteration  17: 33.460 ms/op
Iteration  18: 29.294 ms/op
Iteration  19: 35.206 ms/op
Iteration  20: 28.560 ms/op
Iteration  21: 29.417 ms/op
Iteration  22: 29.498 ms/op
Iteration  23: 27.776 ms/op
Iteration  24: 28.979 ms/op
Iteration  25: 30.349 ms/op
Iteration  26: 28.093 ms/op
Iteration  27: 29.372 ms/op
Iteration  28: 28.291 ms/op
Iteration  29: 29.783 ms/op
Iteration  30: 29.160 ms/op
Iteration  31: 29.171 ms/op
Iteration  32: 31.964 ms/op
Iteration  33: 28.731 ms/op
Iteration  34: 36.297 ms/op
Iteration  35: 31.105 ms/op
Iteration  36: 30.340 ms/op
Iteration  37: 30.537 ms/op
Iteration  38: 27.446 ms/op
Iteration  39: 28.629 ms/op
Iteration  40: 28.683 ms/op
Iteration  41: 29.496 ms/op
Iteration  42: 32.136 ms/op
Iteration  43: 27.960 ms/op
Iteration  44: 28.549 ms/op
Iteration  45: 29.180 ms/op
Iteration  46: 28.294 ms/op
Iteration  47: 29.077 ms/op
Iteration  48: 27.912 ms/op
Iteration  49: 28.432 ms/op
Iteration  50: 28.458 ms/op
Iteration  51: 27.518 ms/op
Iteration  52: 37.255 ms/op
Iteration  53: 28.519 ms/op
Iteration  54: 29.227 ms/op
Iteration  55: 29.540 ms/op
Iteration  56: 30.188 ms/op
Iteration  57: 30.962 ms/op
Iteration  58: 28.897 ms/op
Iteration  59: 28.838 ms/op
Iteration  60: 30.247 ms/op
Iteration  61: 28.410 ms/op
Iteration  62: 30.321 ms/op
Iteration  63: 28.861 ms/op
Iteration  64: 29.387 ms/op
Iteration  65: 30.379 ms/op
Iteration  66: 28.819 ms/op
Iteration  67: 29.732 ms/op
Iteration  68: 29.592 ms/op
Iteration  69: 29.493 ms/op
Iteration  70: 30.736 ms/op
Iteration  71: 28.904 ms/op
Iteration  72: 30.398 ms/op
Iteration  73: 28.686 ms/op
Iteration  74: 37.686 ms/op
Iteration  75: 28.390 ms/op
Iteration  76: 28.612 ms/op
Iteration  77: 30.324 ms/op
Iteration  78: 28.620 ms/op
Iteration  79: 30.326 ms/op
Iteration  80: 28.944 ms/op
Iteration  81: 30.121 ms/op
Iteration  82: 29.145 ms/op
Iteration  83: 28.690 ms/op
Iteration  84: 30.389 ms/op
Iteration  85: 29.164 ms/op
Iteration  86: 31.005 ms/op
Iteration  87: 28.559 ms/op
Iteration  88: 30.470 ms/op
Iteration  89: 29.271 ms/op
Iteration  90: 30.126 ms/op
Iteration  91: 28.389 ms/op
Iteration  92: 29.970 ms/op
Iteration  93: 28.643 ms/op
Iteration  94: 29.092 ms/op
Iteration  95: 29.950 ms/op
Iteration  96: 28.580 ms/op
Iteration  97: 37.642 ms/op
Iteration  98: 28.677 ms/op
Iteration  99: 30.338 ms/op
Iteration 100: 28.966 ms/op


Result "forkJoinStream":
  30.074 ±(99.9%) 0.839 ms/op [Average]
  (min, avg, max) = (27.446, 30.074, 40.625), stdev = 2.475
  CI (99.9%): [29.235, 30.914] (assumes normal distribution)


# JMH 1.13 (released 34 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 25 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.espressoprogrammer.foodscomposition.jmh.KCalConvertorConvert.parallelStream

# Run progress: 80.00% complete, ETA 00:04:12
# Fork: 1 of 1
# Warmup Iteration   1: 0.326 ms/op
# Warmup Iteration   2: 0.300 ms/op
# Warmup Iteration   3: 0.298 ms/op
# Warmup Iteration   4: 0.298 ms/op
# Warmup Iteration   5: 0.300 ms/op
# Warmup Iteration   6: 0.298 ms/op
# Warmup Iteration   7: 0.298 ms/op
# Warmup Iteration   8: 0.299 ms/op
# Warmup Iteration   9: 0.298 ms/op
# Warmup Iteration  10: 0.300 ms/op
# Warmup Iteration  11: 0.300 ms/op
# Warmup Iteration  12: 0.301 ms/op
# Warmup Iteration  13: 0.298 ms/op
# Warmup Iteration  14: 0.299 ms/op
# Warmup Iteration  15: 0.298 ms/op
# Warmup Iteration  16: 0.301 ms/op
# Warmup Iteration  17: 0.298 ms/op
# Warmup Iteration  18: 0.299 ms/op
# Warmup Iteration  19: 0.299 ms/op
# Warmup Iteration  20: 0.299 ms/op
# Warmup Iteration  21: 0.298 ms/op
# Warmup Iteration  22: 0.302 ms/op
# Warmup Iteration  23: 0.298 ms/op
# Warmup Iteration  24: 0.297 ms/op
# Warmup Iteration  25: 0.298 ms/op
Iteration   1: 0.301 ms/op
Iteration   2: 0.299 ms/op
Iteration   3: 0.305 ms/op
Iteration   4: 0.298 ms/op
Iteration   5: 0.299 ms/op
Iteration   6: 0.298 ms/op
Iteration   7: 0.299 ms/op
Iteration   8: 0.301 ms/op
Iteration   9: 0.297 ms/op
Iteration  10: 0.300 ms/op
Iteration  11: 0.299 ms/op
Iteration  12: 0.299 ms/op
Iteration  13: 0.298 ms/op
Iteration  14: 0.299 ms/op
Iteration  15: 0.299 ms/op
Iteration  16: 0.298 ms/op
Iteration  17: 0.298 ms/op
Iteration  18: 0.298 ms/op
Iteration  19: 0.299 ms/op
Iteration  20: 0.301 ms/op
Iteration  21: 0.296 ms/op
Iteration  22: 0.299 ms/op
Iteration  23: 0.301 ms/op
Iteration  24: 0.299 ms/op
Iteration  25: 0.298 ms/op
Iteration  26: 0.298 ms/op
Iteration  27: 0.301 ms/op
Iteration  28: 0.300 ms/op
Iteration  29: 0.299 ms/op
Iteration  30: 0.299 ms/op
Iteration  31: 0.300 ms/op
Iteration  32: 0.299 ms/op
Iteration  33: 0.299 ms/op
Iteration  34: 0.301 ms/op
Iteration  35: 0.299 ms/op
Iteration  36: 0.299 ms/op
Iteration  37: 0.298 ms/op
Iteration  38: 0.299 ms/op
Iteration  39: 0.300 ms/op
Iteration  40: 0.298 ms/op
Iteration  41: 0.298 ms/op
Iteration  42: 0.299 ms/op
Iteration  43: 0.298 ms/op
Iteration  44: 0.298 ms/op
Iteration  45: 0.300 ms/op
Iteration  46: 0.300 ms/op
Iteration  47: 0.298 ms/op
Iteration  48: 0.299 ms/op
Iteration  49: 0.300 ms/op
Iteration  50: 0.299 ms/op
Iteration  51: 0.300 ms/op
Iteration  52: 0.298 ms/op
Iteration  53: 0.298 ms/op
Iteration  54: 0.300 ms/op
Iteration  55: 0.299 ms/op
Iteration  56: 0.300 ms/op
Iteration  57: 0.297 ms/op
Iteration  58: 0.302 ms/op
Iteration  59: 0.299 ms/op
Iteration  60: 0.307 ms/op
Iteration  61: 0.305 ms/op
Iteration  62: 0.299 ms/op
Iteration  63: 0.302 ms/op
Iteration  64: 0.298 ms/op
Iteration  65: 0.300 ms/op
Iteration  66: 0.298 ms/op
Iteration  67: 0.300 ms/op
Iteration  68: 0.298 ms/op
Iteration  69: 0.300 ms/op
Iteration  70: 0.300 ms/op
Iteration  71: 0.299 ms/op
Iteration  72: 0.301 ms/op
Iteration  73: 0.301 ms/op
Iteration  74: 0.297 ms/op
Iteration  75: 0.297 ms/op
Iteration  76: 0.300 ms/op
Iteration  77: 0.298 ms/op
Iteration  78: 0.301 ms/op
Iteration  79: 0.297 ms/op
Iteration  80: 0.299 ms/op
Iteration  81: 0.299 ms/op
Iteration  82: 0.297 ms/op
Iteration  83: 0.290 ms/op
Iteration  84: 0.300 ms/op
Iteration  85: 0.298 ms/op
Iteration  86: 0.298 ms/op
Iteration  87: 0.298 ms/op
Iteration  88: 0.299 ms/op
Iteration  89: 0.295 ms/op
Iteration  90: 0.298 ms/op
Iteration  91: 0.297 ms/op
Iteration  92: 0.300 ms/op
Iteration  93: 0.299 ms/op
Iteration  94: 0.304 ms/op
Iteration  95: 0.298 ms/op
Iteration  96: 0.298 ms/op
Iteration  97: 0.298 ms/op
Iteration  98: 0.299 ms/op
Iteration  99: 0.299 ms/op
Iteration 100: 0.299 ms/op


Result "parallelStream":
  0.299 ±(99.9%) 0.001 ms/op [Average]
  (min, avg, max) = (0.290, 0.299, 0.307), stdev = 0.002
  CI (99.9%): [0.298, 0.300] (assumes normal distribution)


# JMH 1.13 (released 34 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 25 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.espressoprogrammer.foodscomposition.jmh.KCalConvertorConvert.sequentialStream

# Run progress: 90.00% complete, ETA 00:02:06
# Fork: 1 of 1
# Warmup Iteration   1: 0.182 ms/op
# Warmup Iteration   2: 0.175 ms/op
# Warmup Iteration   3: 0.171 ms/op
# Warmup Iteration   4: 0.171 ms/op
# Warmup Iteration   5: 0.169 ms/op
# Warmup Iteration   6: 0.168 ms/op
# Warmup Iteration   7: 0.169 ms/op
# Warmup Iteration   8: 0.170 ms/op
# Warmup Iteration   9: 0.170 ms/op
# Warmup Iteration  10: 0.171 ms/op
